data/capture-0001.mp4_1.jpg 939,1788,1006,1833,0 1499,1709,1524,1786,0 540,1276,608,1296,0 1883,1194,1901,1274,0 1498,1050,1585,1073,0 996,781,1051,804,0 707,778,795,800,0 1387,749,1454,815,0 1668,747,1742,782,0 778,548,833,612,0
data/capture-0001.mp4_2.jpg 940,1788,1006,1833,0 1499,1710,1524,1786,0 540,1276,609,1296,0 1883,1194,1901,1274,0 1499,1050,1585,1073,0 996,781,1051,804,0 707,778,795,800,0 1387,749,1455,815,0 1668,747,1742,782,0 778,548,832,612,0
data/capture-0001.mp4_3.jpg 939,1788,1006,1833,0 1499,1710,1524,1787,0 541,1276,609,1296,0 1883,1194,1901,1274,0 1499,1050,1585,1073,0 996,779,1051,804,0 707,778,795,800,0 1387,749,1455,815,0 1668,747,1742,782,0 778,548,833,612,0
data/capture-0001.mp4_4.jpg 939,1788,1006,1833,0 1499,1710,1524,1787,0 543,1276,610,1296,0 1883,1194,1901,1275,0 1499,1050,1585,1073,0 707,778,796,800,0 997,777,1050,804,0 1388,750,1455,815,0 1668,747,1742,782,0 778,548,833,612,0
data/capture-0001.mp4_5.jpg 939,1788,1006,1833,0 1499,1711,1524,1788,0 544,1276,611,1296,0 1883,1194,1901,1274,0 1499,1050,1585,1073,0 707,778,796,800,0 997,777,1050,804,0 1388,750,1456,815,0 1668,747,1742,782,0 778,549,833,612,0
data/capture-0001.mp4_6.jpg 938,1788,1006,1833,0 1500,1712,1524,1788,0 546,1276,612,1296,0 1883,1194,1901,1274,0 1499,1050,1586,1073,0 706,778,796,800,0 997,777,1050,804,0 1388,751,1457,815,0 1668,747,1742,782,0 778,549,833,613,0
data/capture-0001.mp4_7.jpg 937,1788,1006,1833,0 1500,1712,1524,1789,0 546,1275,612,1296,0 1883,1194,1901,1276,0 1499,1050,1586,1073,0 706,778,796,800,0 997,777,1050,804,0 1388,751,1458,815,0 1668,747,1742,782,0 778,549,833,613,0
data/capture-0001.mp4_8.jpg 938,1788,1006,1833,0 1500,1712,1524,1789,0 547,1275,613,1296,0 1883,1194,1901,1276,0 1499,1051,1587,1073,0 706,778,796,800,0 997,777,1050,804,0 1388,751,1457,815,0 1668,748,1742,782,0 777,549,834,613,0
data/capture-0001.mp4_9.jpg 937,1788,1006,1832,0 1501,1713,1524,1791,0 548,1275,613,1296,0 1884,1194,1901,1276,0 1499,1051,1588,1073,0 706,778,796,800,0 997,777,1050,804,0 1389,749,1458,815,0 1667,748,1742,782,0 777,549,834,613,0
data/capture-0001.mp4_10.jpg 938,1788,1007,1832,0 1501,1713,1524,1791,0 548,1274,614,1296,0 1884,1194,1901,1276,0 1500,1051,1588,1073,0 707,778,796,800,0 997,777,1050,804,0 1667,748,1742,782,0 1389,748,1458,815,0 776,550,833,613,0
data/capture-0001.mp4_11.jpg 937,1788,1007,1834,0 1501,1714,1524,1792,0 549,1274,614,1296,0 1884,1194,1901,1277,0 1500,1051,1588,1073,0 707,778,796,800,0 997,776,1050,804,0 1667,748,1742,782,0 1389,748,1458,815,0 775,550,832,614,0
data/capture-0001.mp4_12.jpg 938,1788,1007,1834,0 1501,1714,1524,1793,0 549,1274,615,1296,0 1884,1195,1901,1277,0 1500,1051,1587,1073,0 707,778,797,800,0 997,776,1050,804,0 1667,748,1742,782,0 1389,747,1458,815,0 774,552,831,614,0
data/capture-0001.mp4_13.jpg 938,1788,1007,1834,0 1501,1714,1524,1793,0 549,1274,615,1296,0 1884,1195,1901,1277,0 1500,1051,1587,1073,0 707,778,797,800,0 997,776,1050,804,0 1667,748,1742,782,0 1390,747,1458,815,0 771,552,831,615,0
data/capture-0001.mp4_14.jpg 938,1788,1007,1835,0 1502,1714,1524,1792,0 550,1274,616,1296,0 1884,1195,1901,1277,0 1500,1051,1587,1073,0 707,778,797,800,0 997,776,1050,804,0 1667,748,1742,782,0 1390,747,1458,815,0 771,552,830,615,0
data/capture-0001.mp4_15.jpg 938,1788,1007,1835,0 1502,1714,1524,1792,0 551,1273,616,1296,0 1884,1195,1900,1277,0 1500,1051,1588,1073,0 708,778,798,800,0 997,775,1050,804,0 1668,748,1742,782,0 1390,747,1458,815,0 771,552,829,615,0
data/capture-0001.mp4_16.jpg 938,1788,1007,1834,0 1502,1714,1524,1792,0 551,1273,616,1296,0 1884,1195,1900,1277,0 1500,1051,1588,1073,0 708,778,798,800,0 997,776,1050,804,0 1668,748,1742,782,0 1390,747,1458,815,0 770,552,828,615,0
data/capture-0001.mp4_17.jpg 937,1787,1007,1833,0 1502,1714,1524,1793,0 551,1273,616,1296,0 1884,1195,1900,1277,0 1501,1051,1587,1073,0 708,778,798,800,0 997,775,1050,804,0 1668,747,1742,782,0 1390,747,1459,815,0 770,552,828,616,0
data/capture-0001.mp4_18.jpg 936,1787,1007,1833,0 1502,1714,1524,1794,0 551,1273,616,1296,0 1884,1195,1900,1276,0 1501,1051,1587,1073,0 708,778,798,800,0 997,776,1050,804,0 1669,748,1742,782,0 1390,748,1459,815,0 770,552,828,616,0
data/capture-0001.mp4_19.jpg 937,1787,1007,1834,0 1502,1715,1524,1794,0 552,1273,616,1296,0 1884,1195,1900,1276,0 1501,1051,1587,1073,0 708,778,798,800,0 997,775,1050,804,0 1390,748,1459,815,0 1668,745,1742,782,0 769,553,829,616,0
data/capture-0001.mp4_20.jpg 938,1787,1007,1834,0 1503,1715,1524,1794,0 552,1272,616,1296,0 1884,1195,1900,1276,0 1502,1051,1587,1073,0 709,778,798,800,0 997,777,1050,804,0 1670,749,1743,782,0 1391,749,1459,815,0 769,553,829,616,0
data/capture-0001.mp4_21.jpg 938,1787,1007,1835,0 1503,1716,1524,1795,0 552,1272,616,1296,0 1884,1195,1900,1276,0 1502,1051,1587,1073,0 708,778,798,800,0 995,777,1050,804,0 1670,749,1743,782,0 1391,749,1459,815,0 769,553,828,616,0
data/capture-0001.mp4_22.jpg 938,1787,1007,1835,0 1503,1716,1524,1795,0 552,1272,616,1296,0 1884,1196,1900,1276,0 1502,1051,1589,1073,0 995,780,1050,804,0 708,778,798,800,0 1392,749,1461,815,0 1668,746,1742,781,0 769,553,828,616,0
data/capture-0001.mp4_23.jpg 939,1787,1007,1834,0 1504,1716,1524,1796,0 550,1272,616,1296,0 1884,1196,1900,1276,0 1502,1051,1589,1073,0 994,780,1050,804,0 708,778,798,800,0 1392,749,1462,815,0 1668,746,1742,782,0 769,553,828,616,0
data/capture-0001.mp4_24.jpg 939,1787,1007,1835,0 1504,1717,1524,1797,0 550,1272,616,1296,0 1884,1196,1900,1276,0 1502,1051,1589,1073,0 994,782,1050,804,0 709,778,798,800,0 1392,750,1462,814,0 1668,746,1742,782,0 769,553,827,616,0
data/capture-0001.mp4_25.jpg 938,1787,1007,1835,0 1505,1717,1524,1797,0 550,1272,616,1296,0 1884,1195,1900,1275,0 1503,1051,1589,1073,0 994,783,1050,804,0 709,778,798,800,0 1393,750,1462,814,0 1668,746,1742,782,0 769,551,826,616,0
data/capture-0001.mp4_26.jpg 938,1787,1007,1834,0 1505,1717,1524,1798,0 550,1272,616,1296,0 1884,1195,1901,1275,0 1503,1051,1589,1073,0 993,784,1050,804,0 709,778,798,800,0 1393,750,1462,814,0 1668,747,1742,782,0 768,551,826,616,0
data/capture-0001.mp4_27.jpg 938,1787,1007,1834,0 1505,1717,1524,1798,0 550,1272,615,1296,0 1884,1195,1901,1277,0 1503,1051,1589,1073,0 993,784,1051,804,0 709,778,798,800,0 1393,748,1462,814,0 1668,747,1742,782,0 768,550,825,616,0
data/capture-0001.mp4_28.jpg 938,1787,1007,1833,0 1505,1717,1524,1799,0 550,1272,615,1296,0 1884,1195,1901,1277,0 1503,1051,1589,1073,0 993,785,1051,804,0 709,778,798,800,0 1668,747,1742,782,0 1394,747,1462,814,0 768,551,825,616,0
data/capture-0001.mp4_29.jpg 937,1787,1007,1833,0 1505,1717,1524,1799,0 550,1272,615,1296,0 1884,1195,1901,1279,0 1503,1051,1589,1073,0 991,787,1051,804,0 709,778,798,800,0 1395,747,1462,814,0 1668,746,1742,782,0 768,551,825,616,0
data/capture-0001.mp4_30.jpg 937,1787,1007,1833,0 1505,1717,1524,1799,0 550,1272,615,1296,0 1884,1196,1901,1279,0 1504,1051,1589,1073,0 989,789,1052,804,0 710,778,798,801,0 1396,747,1461,813,0 1668,745,1742,782,0 768,552,825,617,0
data/capture-0001.mp4_31.jpg 938,1787,1007,1833,0 1505,1718,1524,1799,0 549,1272,615,1296,0 1884,1196,1900,1280,0 1504,1051,1589,1073,0 988,789,1052,804,0 709,778,798,801,0 1668,745,1743,782,0 1396,745,1460,813,0 768,552,826,617,0
data/capture-0001.mp4_32.jpg 938,1786,1006,1833,0 1505,1718,1524,1799,0 549,1272,615,1296,0 1884,1196,1900,1280,0 1504,1051,1590,1073,0 987,789,1052,804,0 709,778,798,800,0 1668,745,1742,782,0 1396,745,1460,813,0 768,553,826,617,0
data/capture-0001.mp4_33.jpg 938,1786,1007,1833,0 1505,1718,1524,1800,0 549,1272,615,1296,0 1884,1196,1900,1280,0 1504,1051,1591,1073,0 986,789,1052,804,0 709,778,798,800,0 1668,745,1742,782,0 1396,744,1460,813,0 768,554,827,617,0
data/capture-0001.mp4_34.jpg 939,1786,1007,1833,0 1505,1718,1524,1800,0 549,1272,615,1296,0 1884,1196,1900,1281,0 1504,1051,1592,1073,0 986,789,1051,804,0 709,778,798,800,0 1669,744,1742,782,0 1396,744,1461,813,0 768,554,827,617,0
data/capture-0001.mp4_35.jpg 939,1785,1007,1833,0 1505,1719,1524,1800,0 549,1272,615,1296,0 1884,1196,1900,1281,0 1503,1051,1592,1073,0 985,789,1051,804,0 709,778,798,800,0 1669,744,1741,781,0 1396,744,1461,813,0 768,554,827,617,0
data/capture-0001.mp4_36.jpg 940,1785,1007,1832,0 1505,1719,1524,1802,0 550,1272,615,1296,0 1884,1196,1900,1281,0 1505,1051,1592,1073,0 984,789,1051,805,0 709,778,798,800,0 1396,745,1461,813,0 1669,744,1740,781,0 768,555,826,617,0
data/capture-0001.mp4_37.jpg 941,1785,1007,1832,0 1505,1719,1524,1802,0 550,1272,616,1296,0 1884,1196,1900,1281,0 1505,1051,1592,1073,0 984,789,1051,805,0 709,778,799,800,0 1396,745,1462,813,0 1669,744,1740,781,0 768,555,825,617,0
data/capture-0001.mp4_38.jpg 941,1785,1007,1832,0 1505,1719,1524,1802,0 550,1272,616,1296,0 1884,1196,1900,1281,0 1506,1051,1593,1073,0 984,789,1050,805,0 709,778,799,800,0 1396,745,1461,813,0 1669,744,1740,781,0 768,555,824,617,0
data/capture-0001.mp4_39.jpg 941,1784,1007,1832,0 1505,1719,1524,1803,0 551,1272,616,1296,0 1884,1196,1900,1281,0 1506,1051,1594,1073,0 983,789,1050,805,0 709,778,799,801,0 1396,745,1461,813,0 1669,744,1740,781,0 768,556,823,617,0
data/capture-0001.mp4_40.jpg 941,1783,1007,1832,0 1505,1719,1524,1803,0 552,1272,616,1296,0 1884,1196,1900,1280,0 1507,1051,1595,1073,0 983,789,1050,805,0 709,778,799,801,0 1396,745,1460,813,0 1669,744,1740,781,0 768,556,822,617,0
data/capture-0001.mp4_41.jpg 940,1783,1007,1831,0 1505,1720,1524,1803,0 552,1272,616,1296,0 1884,1195,1900,1280,0 1507,1051,1595,1073,0 983,789,1049,805,0 709,778,799,801,0 1396,745,1460,813,0 1670,744,1740,781,0 768,556,822,618,0
data/capture-0001.mp4_42.jpg 940,1783,1007,1831,0 1505,1720,1524,1804,0 552,1271,616,1296,0 1884,1196,1900,1279,0 1507,1051,1595,1073,0 983,789,1049,805,0 709,778,799,801,0 1396,745,1460,813,0 1670,744,1740,781,0 767,556,821,618,0
data/capture-0001.mp4_43.jpg 941,1783,1007,1831,0 1505,1721,1524,1804,0 552,1271,617,1296,0 1884,1196,1900,1279,0 1507,1051,1596,1073,0 983,789,1049,805,0 709,778,799,801,0 1670,744,1740,781,0 1396,744,1459,813,0 767,555,820,618,0
data/capture-0001.mp4_44.jpg 941,1783,1007,1831,0 1505,1722,1524,1805,0 553,1271,617,1296,0 1884,1196,1900,1279,0 1507,1051,1597,1073,0 983,789,1048,805,0 708,778,799,801,0 1396,745,1459,813,0 1670,743,1740,781,0 767,556,820,618,0
data/capture-0001.mp4_45.jpg 939,1783,1007,1831,0 1504,1723,1524,1806,0 553,1271,617,1296,0 1884,1196,1900,1278,0 1508,1051,1597,1073,0 983,789,1048,805,0 708,778,799,801,0 1396,743,1458,813,0 1670,742,1740,781,0 767,555,819,618,0
data/capture-0001.mp4_46.jpg 939,1783,1007,1831,0 1504,1724,1524,1806,0 553,1271,617,1296,0 1884,1196,1900,1278,0 1508,1051,1597,1073,0 983,789,1048,805,0 708,778,799,801,0 1396,743,1458,813,0 1670,742,1740,781,0 767,555,819,619,0
data/capture-0001.mp4_47.jpg 939,1783,1007,1831,0 1504,1725,1524,1808,0 553,1271,617,1296,0 1884,1197,1900,1278,0 1508,1051,1597,1073,0 982,789,1048,805,0 708,778,799,801,0 1396,743,1458,813,0 1670,742,1740,781,0 767,555,820,619,0
data/capture-0001.mp4_48.jpg 940,1783,1007,1831,0 1504,1726,1524,1810,0 554,1271,617,1296,0 1884,1196,1900,1277,0 1508,1051,1597,1072,0 982,789,1047,805,0 708,778,799,801,0 1396,743,1458,813,0 1668,742,1740,781,0 766,555,820,619,0
data/capture-0001.mp4_49.jpg 941,1783,1007,1830,0 1504,1729,1524,1812,0 553,1271,617,1296,0 1884,1196,1900,1277,0 1509,1051,1597,1072,0 982,789,1046,805,0 708,778,799,801,0 1397,743,1457,812,0 1667,741,1740,781,0 766,556,819,619,0
data/capture-0001.mp4_50.jpg 941,1782,1007,1830,0 1504,1731,1522,1813,0 552,1271,618,1296,0 1884,1194,1900,1277,0 1509,1051,1598,1072,0 982,789,1046,805,0 709,778,799,802,0 1398,742,1457,812,0 1668,741,1737,780,0 766,556,819,619,0
data/capture-0001.mp4_51.jpg 941,1782,1007,1830,0 1504,1733,1522,1814,0 552,1271,618,1296,0 1884,1194,1900,1277,0 1510,1051,1598,1072,0 982,789,1045,805,0 709,778,799,802,0 1398,742,1457,812,0 1668,741,1737,780,0 766,556,819,619,0
